Firmware:,,,5095,,CalTop,,15.65,,UpCurr,1100,,DnCur,800,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Format Line:,,,,,1,2,3,4,21,22,7,30,5,23,6,25,28,26,27,8,9,10,11,12,13,14,15,16,17,18,29,19,19,20,31,Calculated Data
,,,Position,,4,9,13,17,68,73,31,98,22,78,25,88,95,93,94,36,39,44,47,50,53,56,59,60,61,62,96,63,97,64,103,
### 0000000228-20190130093355.blg: 2019-01-30 09:33:55  -  2019-01-30 09:35:15 ###,,,# of Char,,5,4,4,5,5,5,5,4,3,5,6,5,1,1,1,3,5,3,3,3,3,3,1,1,1,1,1,1,1,4,3,
BLH0000000228190130093355M509515.6511000800,,Find 'B' character as start of packet,Time (s),Position (in),Data Set Count,Speed Actual,Target Speed,Position Motor Current,PM Current PID Output,MM Current PID Output,Mix Motor Current,MM Tach,Position Motor PWM Duty Cycle % (3 Bytes),Desired counts,Position Motor Encoder Count Starts at 4000,Target Count,PM Direction,Encoder overrun,Encoder underrun,Mix Motor PWM Duty Cycle %,Pump Motor Current,Pump Motor PWM Duty Cycle %,Upper Chamber Temp F,Lower Chamber Temp F ,Scour Heater TempF,Steamer Temp F,Water Shot Solenoid Status,Scour Solenoid Status,Front Door Switch Status,Flip Up Door Status ,Pinch occurred recently,Cup Size Beam ,"ProductDetect
3=small 4=med",Flowcount (ml),% Complete,Avg. Speed over 1 second (in/s)
BLD000413.750.5001.2411501237000.0000000.00000066066065072001010000000000000000006020761380310100015,,0,4.10,9.391,41,3.75,0.5,1.24,0,0,0.00,15,115,6,12370,13803,1,1,0,0,0.00,0,66,66,65,72,0,0,1,0,0,1,0,0,,2.233
BLD000423.750.5001.2411501260500.0000000.00000066066065072001010000000000000000006018481380310100015,,0,4.20,9.655,42,3.75,0.5,1.24,0,0,0.00,15,115,6,12605,13803,1,1,0,0,0.00,0,66,66,65,72,0,0,1,0,0,1,0,0,,2.025
BLD000433.750.5001.2410801284200.0000000.00000066066065072001000000000000000000006016201380310100015,,0,4.30,9.921,43,3.75,0.5,1.24,0,0,0.00,15,108,6,12842,13803,1,1,0,0,0.00,0,66,66,65,72,0,0,1,0,0,0,0,0,,1.778
BLD000443.750.5001.2409401307800.0000000.00000066066065072001000000000000000000006013921380310100015,,0,4.40,10.185,44,3.75,0.5,1.24,0,0,0.00,15,94,6,13078,13803,1,1,0,0,0.00,0,66,66,65,72,0,0,1,0,0,0,0,0,,1.529
BLD000453.750.5001.1307901330900.0000000.00000066066065072001000000000000000000006011641380310100015,,0,4.50,10.445,45,3.75,0.5,1.13,0,0,0.00,15,79,6,13309,13803,1,1,0,0,0.00,0,66,66,65,72,0,0,1,0,0,0,0,0,,1.307
BLD000463.750.5001.0806501353300.0000000.00000066066065072001000000000000000000006009361380310100015,,0,4.60,10.696,46,3.75,0.5,1.08,0,0,0.00,15,65,6,13533,13803,1,1,0,0,0.00,0,66,66,65,72,0,0,1,0,0,0,0,0,,1.116
BLD000473.750.5001.0805101374600.0000000.00000066066065072001100000000000000000006007081380310100015,,0,4.70,10.935,47,3.75,0.5,1.08,0,0,0.00,15,51,6,13746,13803,1,1,0,0,0.00,0,66,66,65,72,0,0,1,1,0,0,0,0,,0.946
BLD000483.750.8001.0803901394300.0000000.00000066066065072001100000000000000000009005401447210100022,,0,4.80,11.156,48,3.75,0.8,1.08,0,0,0.00,22,39,9,13943,14472,1,1,0,0,0.00,0,66,66,65,72,0,0,1,1,0,0,0,0,,0.789
BLD000493.750.8001.0302701412100.0000000.00000066066065073001100000000000000000009003481447210100022,,0,4.90,11.356,49,3.75,0.8,1.03,0,0,0.00,22,27,9,14121,14472,1,1,0,0,0.00,0,66,66,65,73,0,0,1,1,0,0,0,0,,0.624
BLD000503.300.8000.9401501426300.0000000.00000066066065073001100000000000000000009001981447210100022,,0,5.00,11.515,50,3.30,0.8,0.94,0,0,0.00,22,15,9,14263,14472,1,1,0,0,0.00,0,66,66,65,73,0,0,1,1,0,0,0,0,,0.476
